avg_temperature,avg_humidity,cold_chain,handling_type,storage_type,decay_factor
35.82191749769031,39.9572937177471,1,manual,open,0.5426712375346454
10.208563915935722,82.91566549827864,0,manual,open,0.40084334501721364
25.32241907732697,55.649381275236905,0,semi,cold,0.7701637138400954
22.52233009446337,39.734004346948765,0,automated,covered,0.8121650485830494
16.663234314121908,30.75645119854554,0,semi,cold,0.85
13.595961020010485,63.585341018302955,1,automated,open,0.8441465898169704
20.12845514210884,61.64397732736058,1,manual,open,0.7616333995947616
38.287291117375574,73.16121734214951,1,automated,open,0.47407845981787133
19.696087960622656,83.41548318106813,0,manual,cold,0.5158451681893188
25.563718652300985,34.76439507858177,1,manual,open,0.6965442202154852
31.090568766855334,73.88978942042175,0,semi,covered,0.5447435742929525
20.90888807137882,41.244716645854936,1,manual,cold,0.8863666789293178
39.15346248162882,81.49062318942984,1,semi,cold,0.49779183088126927
38.87341884826334,79.14381083169937,0,automated,open,0.3
17.553468874760924,62.44762529913266,0,automated,open,0.7055237470086734
24.91745517677156,72.61456791739869,0,manual,covered,0.5500924931744396
19.026349294503092,48.861006791024906,1,semi,cold,1.0
18.545214831324028,58.27007393596888,1,manual,open,0.78
11.106608420635984,79.2982138626283,1,semi,covered,0.807017861373717
28.286930019396905,57.55591183039283,0,semi,open,0.6056960497090464
25.080370696865845,51.46789591952651,1,semi,cold,0.9237944395470123
11.54436253749968,59.65274683501799,1,automated,open,0.88
18.359393927098346,79.6949551462331,1,semi,cold,0.803050448537669
37.24797657899961,50.11248284225236,0,automated,open,0.4712803513150058
17.186856720009175,40.42569558814463,0,semi,cold,0.85
14.346846162736693,72.72084121984685,1,automated,covered,0.8727915878015315
24.68358280832689,79.55869276248491,0,automated,cold,0.5841593302502476
39.56951362331802,36.038248711412,0,automated,covered,0.5564572956502297
17.261658145345013,44.39244676535668,0,manual,cold,0.75
30.164066422176358,38.51831938565964,1,semi,covered,0.8475390036673547
32.84858845986153,50.87648469493,1,manual,open,0.587271173102077
17.12912631977199,57.021058734324754,1,semi,cold,1.0
31.846490458355788,74.92958021779839,1,semi,open,0.5530068409466793
21.033493981577596,69.06885509290045,1,manual,covered,0.7938090393473316
28.969174917807383,67.25571404870587,0,automated,cold,0.6429052357458306
29.00589132282684,51.142496796579266,1,semi,cold,0.8649116301575974
26.073240522242756,80.4868531850856,0,automated,open,0.4340328603155027
12.70869310163225,58.27723004388987,1,manual,cold,0.9
35.05907486767714,88.74629628090926,0,automated,cold,0.3366509141757503
19.623401949152075,68.04852829774421,0,semi,open,0.6495147170225578
15.595555311995627,37.57588449387016,0,semi,cold,0.85
11.223254246642917,70.57065372452604,0,semi,open,0.6242934627547396
27.726788295647253,49.506240925901935,0,manual,open,0.5140981755652912
30.326930855268472,71.17963180116584,0,semi,open,0.46329971915931445
10.497634867835684,34.178468889744344,1,manual,open,0.78
25.36279174897843,40.49288623055756,1,automated,open,0.7995581237653235
16.79487325593814,81.34423553434718,1,semi,covered,0.7865576446565282
29.355183712283495,43.63077342141089,1,semi,covered,0.8596722443157476
15.230992870149743,80.22246751457641,1,semi,open,0.6777753248542359
30.728132143073978,46.75656530726462,1,automated,covered,0.8390780178538904
21.602060389016124,68.57291460352246,1,semi,covered,0.8902399481295336
38.101899662102035,71.64903441058986,0,manual,cold,0.3619811609625708
14.125628324379797,60.759285188703174,0,automated,open,0.7224071481129682
20.231990531507755,48.31864060180388,1,automated,covered,0.9965201420273837
13.404205637217672,42.75866258226577,1,automated,cold,1.0
37.74080854835688,31.991361273745575,1,automated,cold,0.7338878717746469
36.32018060142943,48.23678407444343,0,automated,open,0.48519729097855857
17.73824883145467,69.18976743187699,0,manual,open,0.5381023256812302
29.79952138102537,86.29828910690895,1,automated,cold,0.5900242882155299
34.51666600603647,82.27226893578313,0,semi,open,0.3
26.65602434798387,75.96388659211816,1,automated,open,0.6205207688590604
25.889517350680194,77.30684059519791,1,automated,cold,0.7385888337878179
17.25556872701355,69.89909420855972,1,automated,cold,0.9010090579144028
12.793083034176977,45.61721145396018,1,automated,open,0.88
36.91647273859981,84.43170184234978,1,automated,covered,0.501935890497505
37.01254171489991,70.24393871435004,1,manual,open,0.422372487133001
28.993043718198038,63.6264378588264,1,manual,covered,0.7288399656387654
20.17089373146102,36.65936815280887,1,automated,cold,0.9974365940280847
20.476287238379825,56.82333262838553,0,manual,covered,0.7428556914243026
31.778670366107182,57.62149627211558,0,semi,cold,0.6733199445083923
36.913307798577314,81.87381657136021,0,automated,open,0.3
36.61259272795352,62.798893211267306,1,semi,open,0.6028221769680242
33.396266375728715,52.824032938224576,1,semi,cold,0.7990560043640693
29.26094938462863,88.60801971063955,1,automated,cold,0.575005562124175
12.524198949851465,36.643235599578944,0,semi,cold,0.85
14.848861422838413,55.352905698716675,0,semi,open,0.73
36.956625655812374,32.52148051028432,1,semi,open,0.6256506151628144
28.1928717897877,74.39424724601582,0,automated,covered,0.5831644506930262
10.27591154849889,85.08459313194903,1,automated,cold,0.7491540686805096
13.044146285980963,46.80223977302937,1,semi,covered,1.0
29.905053073241675,81.50050060794726,1,automated,open,0.5164191978219023
10.15184751538656,47.53309382771387,0,automated,covered,0.85
14.824241542524959,84.64620969863492,0,semi,covered,0.6035379030136508
26.462013680997583,75.23771421580705,0,automated,open,0.4806926526269657
30.756855930780798,78.29440661048632,1,manual,open,0.43570309493342485
29.558837785078016,31.08039333602727,1,automated,cold,0.8566174332238298
16.728079283816793,87.76862142444156,0,manual,covered,0.47231378575558436
31.365376640426074,73.6002595242194,1,semi,open,0.573516755151415
17.117472624904003,48.285065723168,1,automated,open,0.88
19.76199094477803,79.76367989153081,0,semi,covered,0.6523632010846918
32.394742153540726,46.891271904895795,1,semi,open,0.6940788676968891
29.48898697141644,82.36523037396768,1,semi,cold,0.6340128916890766
35.47670231482534,36.75482342471622,0,semi,cold,0.61784946527762
29.7283867690103,72.22115864764774,0,semi,covered,0.581862611988368
27.049258100064147,62.44190859869462,1,automated,cold,0.8698420425120916
12.810243034842774,35.792068211726445,1,manual,open,0.78
21.031474091783004,44.51362969553034,1,automated,open,0.8645278886232549
17.956071030451763,30.74424217663889,1,automated,open,0.88
17.319689301372506,58.12607792787035,1,automated,open,0.88
39.190316642573364,48.07591564560002,0,automated,covered,0.5621452503613995
21.792931740002814,65.90144905786553,1,manual,cold,0.8140915333213025
36.7613966553134,47.83426846251703,1,automated,cold,0.748579050170299
28.934158779917887,47.99514669041908,0,semi,open,0.5959876183012317
33.84433910624945,74.5915919238962,1,automated,covered,0.6464189941672962
25.079112793155765,32.88857015870121,1,automated,open,0.8038133081026635
27.307116538790773,84.17369971151923,0,manual,open,0.3
24.77553081456592,81.13583246347089,1,manual,covered,0.6170087131468023
15.857289633941335,70.06828099358438,0,semi,covered,0.7493171900641562
31.67356345784516,65.59329420644306,0,automated,open,0.4989636060678919
18.423170873225672,83.53814988837914,0,automated,cold,0.6146185011162085
10.729478992943616,41.11981077172287,1,automated,open,0.88
29.364168877215036,34.73814973144972,1,semi,cold,0.8595374668417745
15.313320382211469,44.370610194572286,0,manual,cold,0.75
38.21375753058743,77.67469672201142,1,semi,covered,0.5500466698210743
38.617857310077625,32.080216003589,0,automated,covered,0.5707321403488356
37.44593170661346,64.96841010500938,1,manual,open,0.46862692335070444
21.10476100766333,89.7262509714786,1,manual,cold,0.586166075170264
10.463698495866023,81.34176563025237,1,semi,cold,0.7865823436974764
37.84955687763176,61.28674134261537,1,manual,open,0.4993892334093699
22.84552444951943,33.81845455719854,0,manual,open,0.5873171332572086
38.999644571310085,79.88241086314258,0,automated,open,0.3
38.90859931267758,65.93871049063263,1,automated,covered,0.65698390540351
35.5902836640208,36.89597982357401,1,manual,open,0.546145745039688
18.83346676208757,35.63143708940137,0,manual,open,0.63
21.552931858057757,84.57760916619554,0,semi,cold,0.5809299304671781
35.534100145505704,70.15201577628471,0,semi,open,0.3954683400545672
19.50766015468833,79.75720795900534,1,manual,cold,0.7024279204099466
15.084782400582775,82.73873401693604,0,automated,cold,0.6226126598306396
26.704037873750504,64.30634112289934,1,manual,covered,0.7563760206647491
38.08464322482343,61.04678110530247,1,manual,open,0.4982625405746238
30.88089390024919,55.82564461925941,1,automated,open,0.7167865914962621
27.101835102680948,49.01679526746716,0,automated,cold,0.7434724734597857
12.915294813123056,56.07575765152271,1,semi,covered,1.0
28.45021680097509,76.43277934380939,0,semi,covered,0.5589189545472797
39.7016155031279,66.11540586090788,1,semi,open,0.5233217088440026
14.202520457095721,83.55139739729077,1,semi,cold,0.7644860260270923
25.5498895709121,56.602800862751266,0,automated,open,0.6467516564363185
36.32119215783867,66.42537472312524,1,manual,open,0.47092837040116764
32.22305853262613,67.87845318551932,1,semi,open,0.6178695901554149
30.91047222985804,65.50182973837954,1,semi,open,0.6613246191683341
31.07452251961328,72.15802638513098,0,automated,cold,0.562301898354491
20.784734536592655,44.246008102488375,1,automated,covered,0.9882289819511102
18.8077553279348,60.741826652747434,1,manual,open,0.7725817334725257
34.28083466435541,36.25348816850086,1,manual,open,0.5657874800346689
34.30340184037542,53.07067965868875,1,automated,open,0.6654489723943687
36.01216955740311,59.26002411727586,0,semi,open,0.48981745663895326
37.397216576694134,69.13345557272835,1,semi,covered,0.6477071956223044
25.340271965828133,87.0318631551722,1,semi,covered,0.649577288960856
25.045488840615988,66.03906399290136,1,manual,covered,0.7639270274617466
33.948855369003255,74.61563497059359,1,semi,covered,0.6446108197590152
29.498917923332954,60.37596356971217,0,semi,open,0.583756595452884
31.0590063177311,68.04624188257988,0,automated,cold,0.6036524864082348
33.873780083083034,34.25593296802641,0,semi,covered,0.6418932987537544
36.70016025452699,45.26349485051082,0,automated,covered,0.5994975961820951
20.139854705546075,51.711185592308325,1,semi,open,0.8779021794168089
21.26748857919832,58.349601300390816,0,manual,open,0.6109876713120251
12.819458195226069,32.738924730143026,0,semi,open,0.73
27.34840422988522,38.401445853199064,1,semi,open,0.7697739365517218
11.078268213902263,46.60885846747834,1,automated,cold,1.0
23.967940543973803,88.29196145406304,1,automated,cold,0.6575612772997625
26.2793390412273,49.88082042618305,1,automated,covered,0.9058099143815905
18.596237563848533,58.92246348672495,0,semi,cold,0.85
27.724997817070324,41.76586276430358,1,semi,covered,0.8841250327439452
10.915007498171484,66.64680426454609,1,manual,covered,0.8335319573545391
11.120445662476433,46.84099293095846,0,semi,cold,0.85
34.67801681978975,42.419554706305604,1,manual,covered,0.6798297477031539
20.805719242337886,60.99435770675875,1,automated,open,0.8579706342973442
13.811815379556544,30.33034794962525,0,automated,covered,0.85
25.667297801644132,30.45984195895352,0,automated,open,0.644990532975338
33.09980659295832,43.14412854611147,0,manual,cold,0.5535029011056252
16.474630824905297,32.20328175004927,0,semi,cold,0.85
28.686714274570008,36.48154524784148,1,automated,covered,0.8696992858814498
12.560423949813039,50.331638960325094,1,semi,open,0.88
11.55045163505823,78.15514077478878,0,semi,covered,0.6684485922521122
25.94063894704444,64.32291860215804,1,automated,cold,0.867661229772753
26.219053648303195,60.76006355738498,1,manual,covered,0.7991135597016022
29.122897044946196,47.6093293924873,1,semi,covered,0.8631565443258071
31.782740011679845,85.90522316596898,1,automated,open,0.44420666816511256
39.275562383876036,53.8209024742315,0,semi,cold,0.5608665642418594
25.48901044903586,35.22556600774629,1,semi,covered,0.9176648432644621
19.688694188237378,67.02399096706807,1,semi,open,0.8097600903293193
33.85558584306111,36.83030360859608,1,semi,covered,0.7921662123540834
18.124967537862226,50.71338856810152,1,semi,open,0.88
23.169142621169083,60.44471632306853,0,manual,open,0.5780156974517785
12.35369144026798,82.45335148111054,1,manual,covered,0.6754664851888946
10.760522302463725,59.61279482040712,0,automated,cold,0.85
38.87945244033775,72.13552596189986,1,manual,cold,0.4954529537759351
35.079403615366175,89.56901033994421,1,manual,open,0.3
30.87922618281094,37.8893471938789,0,manual,cold,0.586811607257836
22.268588332428095,46.48389153117117,1,semi,open,0.8459711750135785
15.198829602125373,53.674564535858785,0,semi,cold,0.85
14.69311128013258,55.30969071232988,1,automated,covered,1.0
17.50728694493786,54.66126451593274,1,automated,cold,1.0
26.476799941183614,84.4566601533933,1,automated,open,0.5382813993483128
31.43787768100187,72.84195866801139,1,semi,open,0.5800122481048581
29.80592130153194,66.47431284544223,1,manual,cold,0.6881680520225986
18.398016908378285,48.562363071766924,1,manual,covered,0.9
38.64595841989582,79.42742305327768,1,semi,open,0.4060363931687859
32.13690750087305,87.30363068909934,1,automated,open,0.42491008059591084
26.63062157534202,79.2718969530136,0,automated,open,0.43782170683973365
28.351622387030567,30.093906311488375,1,automated,open,0.7547256641945416
22.588001872833697,68.18408221100442,0,semi,open,0.6093391497974503
17.431929685034724,33.06812288652604,1,automated,covered,1.0
20.679180359537845,45.456433220023314,0,automated,cold,0.8398122946069323
32.735383313931074,33.5714820208663,0,semi,covered,0.6589692502910339
10.431804658892677,66.22772717696327,1,manual,covered,0.8377227282303673
13.482179215207488,71.1953948095564,1,semi,open,0.768046051904436
11.380079260652582,36.86925828395431,0,semi,covered,0.85
11.221864069569104,53.030332982698766,0,semi,open,0.73
35.66381752033021,57.374190537332524,1,semi,covered,0.7650427371950468
31.109735781400712,52.14318130565499,1,manual,open,0.6133539632789894
24.225214872619755,37.26150002911158,0,automated,open,0.6666217769107037
12.935024819530044,55.136867411248524,0,semi,covered,0.85
24.74847625350497,75.07068286850509,1,manual,covered,0.6780660275123745
24.204153123416972,34.26045987199533,0,automated,cold,0.7869377031487453
15.196056097300456,34.810800844914205,1,automated,cold,1.0
23.01554947713919,51.28627751015905,1,automated,cold,0.9547667578429122
21.955142031921206,86.5035426971355,1,semi,covered,0.7056374425498269
28.475502941566493,70.11435880337484,0,semi,covered,0.6217238678427541
29.052809526029314,70.7201974003539,1,automated,open,0.6370058831060214
11.359120293161336,51.715199450271896,1,automated,cold,1.0
21.238378438794136,65.6196474725123,1,automated,open,0.8052278486929649
28.77579747142709,30.607871041664602,1,automated,open,0.7483630379285936
25.094087757402633,68.16576278457254,1,automated,open,0.7219310557932351
35.69469523564967,84.7972168545742,1,automated,open,0.396607402919513
29.76080894856835,66.75440810068915,1,manual,cold,0.6860437847645833
14.88803281244289,82.42191560798071,1,automated,open,0.655780843920193
12.117062422012896,73.43838332796562,1,semi,covered,0.8656161667203437
29.27257834618947,37.23350498422141,1,semi,covered,0.8609113248071579
10.795339316248654,84.14719843715051,0,semi,covered,0.6085280156284949
27.5732674382039,33.986630661346496,1,automated,cold,0.8864009884269415
38.20690724274873,62.03804835286583,1,semi,open,0.5865159078301109
27.26422533627637,38.52822742760746,0,manual,cold,0.6410366199558545
21.645097786195656,30.702396643854243,0,automated,open,0.7053235332070651
29.298646553270594,55.32205560765834,1,semi,cold,0.8605203017009411
23.7475867147455,47.702442459249376,1,manual,cold,0.8437861992788176
26.36850367947805,59.16002962785618,1,manual,open,0.6844724448078293
38.24394426329576,64.63199320407304,0,semi,cold,0.5300209040098333
21.58307913402323,32.624344338536844,1,manual,open,0.7562538129896516
38.83571691471742,37.38019770742474,0,semi,covered,0.5674642462792386
37.160519258681916,63.51854378702552,1,manual,covered,0.6074067732495161
15.873734043678894,50.59004119035949,0,automated,covered,0.85
12.080839026254964,73.75040925296688,0,automated,cold,0.7124959074703312
13.0233400413228,69.13749891551637,0,automated,covered,0.7586250108448362
10.546654769546493,80.73626177939441,0,automated,open,0.5226373822060559
12.83328882267785,71.54956960015352,0,automated,covered,0.7345043039984648
30.490203202490704,55.79586464340889,0,semi,covered,0.6926469519626394
12.13565945380687,70.37799734366595,1,automated,cold,0.8962200265633404
19.569268908812838,46.52287045532511,1,automated,open,0.88
35.34625932908364,48.37880992669276,0,automated,cold,0.6198061100637454
10.698158072074776,77.3391095952476,1,automated,cold,0.826608904047524
34.43405447766807,56.78517098409493,0,manual,open,0.41348918283497893
18.455643243201997,77.90282043110115,1,automated,cold,0.8209717956889885
13.544944828649687,79.3453424200967,0,automated,open,0.536546575799033
30.902114960924518,81.45374025967703,0,semi,covered,0.47193087298936187
28.86828540339652,84.99811415047245,1,manual,open,0.39699457744432776
36.32416040581159,55.859113230797774,1,semi,open,0.6351375939128262
32.05213131411657,49.13200909926833,1,automated,open,0.6992180302882515
34.10442791154546,64.93192479564684,1,semi,cold,0.7391143333703498
18.461037177139197,52.270345406257654,1,semi,open,0.88
15.323186313391684,66.06445000801398,0,automated,open,0.6693554999198602
32.51844254922575,72.33515175862948,0,manual,open,0.3188718441753189
34.20504217801792,71.30430110952821,0,manual,covered,0.4238813562344491
39.7151542600202,52.47317322120728,0,semi,open,0.43427268609969705
22.378530307342793,40.01161210192517,1,automated,cold,0.9643220453898581
21.160542573783495,55.83176030773245,1,semi,open,0.8625918613932476
33.29238882225991,38.55564864491453,0,semi,open,0.5306141676661014
20.224106207590538,83.4058221110285,1,semi,covered,0.762580185775857
37.922719768106944,50.75264764427145,1,automated,open,0.6111592034783958
35.75238255529035,39.267584833399425,0,automated,cold,0.6137142616706447
22.86982082125055,31.526865594345054,0,manual,open,0.5869526876812418
32.52613203374492,68.74934317718905,0,automated,cold,0.5746145877219356
32.63628622254047,68.21413904728459,0,semi,covered,0.578314316189047
13.093716065077977,50.4362499948775,0,semi,open,0.73
37.076587200386996,34.30271333085906,1,manual,covered,0.643851191994195
25.157571173435713,54.577733693713924,0,automated,open,0.6526364323984643
34.79372398323225,48.67304970380361,0,semi,cold,0.6280941402515162
19.601488030918354,70.62723838410056,1,manual,covered,0.7937276161589943
36.86569685488601,66.34675496716142,1,manual,open,0.46354699750509565
21.676050362024895,51.8756236918524,1,semi,cold,0.9748592445696266
10.32512954440895,43.0735532552994,0,semi,covered,0.85
37.16145929257791,89.28215796933551,0,automated,open,0.3
12.738600303584008,57.24009727176689,1,manual,covered,0.9
19.579409127712445,71.29645414681423,0,semi,open,0.6170354585318577
38.50185901152415,38.43317805470164,0,manual,cold,0.4724721148271378
38.51821440812668,59.13538197956387,1,automated,cold,0.7222267838780998
27.203136643698585,31.652203192167928,1,semi,covered,0.8919529503445213
28.95511636509398,60.327307074627,1,automated,covered,0.8624001837773203
23.453365659349593,87.84104442706214,1,manual,open,0.44978907083913466
18.796323150941937,53.05240277914801,1,automated,cold,1.0
19.85993636109748,32.3397607544947,0,automated,open,0.73
30.175553682311154,31.85734745516061,0,manual,cold,0.5973666947653327
32.5712358831304,53.27920559681217,0,automated,covered,0.661431461753044
33.74737131177545,39.60149618779164,0,manual,open,0.42378943032336824
33.68854428383662,31.401125779691156,1,semi,open,0.6746718357424507
12.736183091460711,75.37281683701062,1,manual,cold,0.7462718316298939
24.832609141077445,57.51138053291344,1,manual,cold,0.8275108628838383
11.726762800499328,47.35468631835927,0,semi,cold,0.85
26.485866469712064,84.00499098098885,0,manual,covered,0.4126620931444306
23.24591504120131,36.96833761203153,0,semi,open,0.6813112743819804
36.63112548274899,87.35512973731915,0,semi,cold,0.32698182038557366
20.52745037656236,48.83800304264117,0,manual,covered,0.7420882443515646
13.512010492828175,83.30422033852088,1,automated,cold,0.7669577966147912
14.289750461585076,66.1765725887677,1,automated,open,0.8182342741123231
32.84531895152416,79.60244158448924,1,semi,cold,0.6112957998822451
28.54654189948783,89.04078979262786,1,automated,open,0.4613939735814039
13.033680283683708,47.30432626912474,1,automated,covered,1.0
12.523204183449923,87.66812912445558,0,manual,covered,0.47331870875544424
31.0290739437736,53.36891369414522,0,semi,cold,0.684563890843396
12.182890190925805,53.130714284215344,0,semi,open,0.73
34.65580177871068,50.42322625527034,1,manual,open,0.5601629733193398
31.187266814694887,62.48445644085511,1,automated,open,0.6873464333710256
12.440463419256993,39.24870259070923,0,semi,cold,0.85
12.545131422555757,63.22268912148067,1,automated,open,0.8477731087851933
39.59918735503526,62.50228874460024,1,semi,open,0.5609893022284687
