crop_type,harvest_age_days,avg_temperature,avg_humidity,cold_chain,transport_time_hours,storage_days,handling_type,historical_spoilage_rate,spoilage
tomato,2,24.941211791706067,36.03376392500666,1,39.27214623256462,0.07733001648944327,automated,0.20521854688920033,0
onion,7,32.28474924718949,53.595689105952914,0,25.424391133898705,0.41797633413473445,semi,0.2923105326145095,0
wheat,5,19.81133932455453,67.00276245880656,1,37.26385764845506,6.950044035224867,semi,0.09932207717926712,1
wheat,5,36.70171076395758,81.6479362149297,0,25.566607380093238,0.5036245146760826,automated,0.2877726698917691,0
tomato,6,12.529039438340511,50.771813200819665,1,8.430339852293892,0.3223161203142899,semi,0.18458487258750406,0
wheat,9,34.21567956373564,69.2272050674677,1,6.862597321418917,2.4711698855105877,manual,0.21798903512372803,0
wheat,6,35.83958877445272,51.01192086139314,0,9.853306907152279,6.785220422885357,automated,0.07486539936304747,0
onion,8,34.51756934100463,67.03317497966748,0,17.493338463386937,2.23072607613006,semi,0.14514398534452677,0
tomato,7,25.38179182785328,83.08847682183905,1,44.734875580678874,2.8691889161268946,automated,0.24234478661579317,0
onion,9,23.15154940092284,43.88145853556454,1,38.584885441719265,4.438539428459959,semi,0.22672775377474758,1
onion,4,39.887868595746305,54.25449852642235,1,21.341673377636923,0.16878287528478475,manual,0.06003484704135255,0
onion,2,16.875158536424863,89.59591178578479,1,24.174605360015978,6.284345042634316,semi,0.18664856587431117,0
onion,7,26.40627897628134,82.11342169496766,1,13.483644510321499,3.636101122881025,semi,0.07206954824210236,0
onion,6,30.120265761469767,63.87839147377212,0,34.10458895419011,3.2676763420284054,manual,0.2989641072945406,1
onion,1,31.02602907584296,60.99765551125652,0,38.72998655871579,6.025086635446413,automated,0.27432414713332365,1
onion,9,16.12073997215736,47.07602293828086,1,12.228520696376098,6.671536125506148,semi,0.05527016510713424,0
tomato,9,29.619822770194038,61.03256566161176,0,2.9656163179638724,2.963976621527843,semi,0.2646623947256577,0
wheat,2,34.55108699444012,80.89088989679684,1,30.322780328659608,1.207087555052615,manual,0.2798574001396019,0
onion,3,11.500557304633366,71.11047079666683,0,27.43806959935988,5.70996489001451,automated,0.1383870556408638,0
onion,5,37.3456387997595,47.4026416906792,0,19.900164286357192,2.8228229485574103,automated,0.22987541376194148,0
onion,5,10.885121654356178,42.08783526321198,0,31.263015263340876,6.548818776582363,manual,0.16052593655194475,1
onion,1,20.67913097465183,45.91251221980975,1,26.87882500530175,6.64929288681688,manual,0.21380812114408604,0
onion,8,10.474395886988862,40.18555208356959,0,12.77733409992706,0.8038032220495864,semi,0.13507935107454788,0
onion,8,12.314355056187456,35.738441761422955,1,19.693261854267952,6.695877771329958,manual,0.13063980915831708,0
wheat,4,37.33504855540237,55.1481704665233,1,21.12133777812036,2.5778922781158466,manual,0.15610847221439478,0
wheat,7,20.645824922384435,36.79797626389606,1,42.37165574035149,4.5237676236003335,manual,0.08639193966312529,1
onion,3,22.743145912751586,40.31475346362626,1,46.1624952440611,0.24325057213832224,automated,0.25778474110884564,0
wheat,6,16.46033144147658,62.83948106036917,0,42.97106403263536,6.222189918586828,manual,0.13717447384040915,1
tomato,9,27.912873105601594,39.87595642197448,1,34.80136713044304,4.491181305414054,semi,0.1500373884764613,0
onion,1,27.84409644033369,33.83278604585417,0,28.494658479473625,4.504881268694934,semi,0.27351365317553616,0
tomato,5,21.16601175475658,49.04333100167311,1,33.39529686689988,6.315233119842387,semi,0.17415595351579283,0
tomato,4,19.99104615416195,43.21914591731805,0,45.138133374436386,3.558430224351402,manual,0.18606347733771572,1
onion,8,36.54892924541763,60.9183112796626,1,12.749940555520093,2.873616482537854,automated,0.2891245311942746,0
wheat,1,21.498527189266042,36.14202507499256,1,26.15066386065003,6.062901266046214,manual,0.2716815957862473,0
tomato,9,24.805029764632245,75.10624726097868,1,33.41157689301917,5.196943583099788,manual,0.09236667722210988,1
onion,6,18.499142872747917,84.37401116610832,1,32.924609062240904,6.6428296547543075,semi,0.16830375747952625,1
tomato,4,33.60308510071382,74.60611043737165,1,12.857111100111313,6.5808532531737285,manual,0.29282405685713636,0
tomato,9,21.92344470697275,61.96962224408365,0,28.576381787318336,2.676283151921682,automated,0.14309157455715066,1
tomato,5,25.408331396329736,81.6400693073331,1,38.40791769374735,3.128904030989925,semi,0.14289327712905003,0
tomato,5,17.60071510178984,71.69510278689046,0,23.32871206236146,1.791894676535449,automated,0.09875755794728859,0
wheat,5,39.629787770237556,30.63306734701139,1,38.285009604840546,4.624535223969973,automated,0.0785807785297813,1
tomato,1,18.74487222771169,53.64540916647019,1,17.914482094464073,2.551793790622206,automated,0.23507619768899546,0
tomato,1,33.122275927166555,81.057113964408,1,45.121725976696666,5.502704526253698,manual,0.2425076171753791,0
tomato,8,22.824869510702776,50.751531478516156,1,26.09463670345775,0.8508553251163737,manual,0.29225324087575,0
wheat,8,16.186522152524198,32.11291041153141,1,29.009553687252872,0.8148199581602212,manual,0.24335455272634077,0
tomato,6,33.99156291894583,74.77077831313633,1,2.473993733815655,1.4311876699357784,manual,0.11083812350839968,0
tomato,4,20.008203670871296,78.12229621697212,0,9.00264944504393,0.5900453190618944,semi,0.060029144572128865,0
wheat,2,35.95580042193433,39.63562170259851,1,30.747892382139103,4.340221253747643,manual,0.29635934609241504,1
wheat,2,37.45771554753469,62.24042981059087,1,20.73390747376675,1.0314693621171704,semi,0.13511267388590142,0
wheat,9,35.79471506173827,41.51732633974355,1,24.88369815153421,1.1197404222735796,automated,0.12799288560810518,0
tomato,5,11.05023744420417,73.1540651426488,1,3.959656210483921,0.09959756610416193,semi,0.27648880243734564,0
wheat,4,33.62120035015317,46.29302731064914,0,40.204356205288065,5.474630102365269,manual,0.19627497463624655,1
wheat,1,22.340183994974318,48.972907353799805,0,37.87176330792221,5.6860723879643675,semi,0.10371779346228364,1
tomato,7,36.21168760546675,80.69825121840609,1,9.711636858926928,1.134156914551078,manual,0.2722740606790599,0
wheat,3,29.138627880542163,58.57934113241426,0,30.81347979109683,5.1766710398705715,manual,0.29834021376368586,1
tomato,6,35.00929402431875,70.18526707309488,0,39.46081494775077,3.0348158621015173,semi,0.07166964028770768,1
onion,5,24.982953096005062,54.14238304334806,1,31.120144411533197,1.6771641807577393,semi,0.2655629070756218,1
wheat,5,26.050765137967986,47.880411431625326,1,15.588710478904707,4.349692256516803,automated,0.14762892442109848,0
onion,5,14.331628964010017,67.52868362547969,1,31.837224072473855,1.2493885204295936,automated,0.18101811162667608,0
tomato,1,33.51962076068067,39.291454444729276,0,10.891702141110976,5.298185253571248,automated,0.2787039939412452,0
wheat,1,22.58168835000915,52.37999013401178,1,15.95798487213278,0.3333065929938619,automated,0.2933447989437793,0
tomato,3,25.002403548147477,42.54222224315534,0,12.283273696037396,6.713916530495401,automated,0.11554097760219985,0
onion,4,33.552931422871225,71.74769801644473,1,27.175479812339706,0.5031267759603713,semi,0.10321269273997845,0
tomato,5,27.96536200238317,86.65253030076646,0,6.086652397980784,4.056138934740828,automated,0.07012913964787797,0
wheat,2,16.032961823280022,89.73065808095198,1,44.86558787637192,6.31536003085665,semi,0.19044946316553452,1
wheat,8,27.706979774526783,57.01660862649544,1,16.675080622154738,0.08333128193495243,automated,0.05340109886266707,0
onion,2,22.22898573938967,45.15182337818667,1,11.291595973972662,3.4896012269233996,manual,0.15297457440248413,0
tomato,9,24.08576626131588,56.56976222305945,1,24.337841239286067,2.4500487501747594,automated,0.06834600416300214,0
wheat,2,10.849338232080033,80.83616459776343,1,14.018897467371655,4.062325331805363,manual,0.15130644573233348,0
onion,9,16.30088048548845,42.3603407131224,0,26.140492059984282,1.5782017071636107,semi,0.05998304731640232,0
wheat,7,18.431142441430847,87.12573909917543,1,17.379930039758015,0.4542945206220733,automated,0.2588043151521922,0
wheat,8,31.388800235764172,50.51194612788906,0,7.207140106144918,4.381531257940948,semi,0.10243474848464147,0
tomato,2,10.34477419894346,89.14821956701829,1,13.497076375281313,2.9179446764538173,automated,0.132077177589478,0
wheat,7,22.26331783687396,80.31653325203774,1,21.606672713191685,4.3573987709436075,semi,0.26751199915159796,0
tomato,6,37.72080611277198,78.51423204884341,0,2.4237816445424043,1.4737740278649003,automated,0.23656651533305129,0
wheat,4,13.356418496473715,49.07428042639701,1,37.220198769693816,2.371188840674373,automated,0.10475959041051462,1
onion,7,25.492731646558333,30.526632716875767,0,30.22575453574954,3.931769725552272,manual,0.06797485466437402,1
wheat,4,33.59567147172541,52.927974529559265,0,29.26390154208265,4.1517894482730915,semi,0.2289184442138349,1
tomato,2,38.2759392256035,48.10856217976162,1,26.66434679849,2.6062036544198564,semi,0.14767563767202735,0
tomato,7,32.40329918601154,32.243819424527835,1,28.74471909927822,1.9603724393158952,semi,0.2415199997795553,0
onion,8,31.616966459332183,60.321915390355784,1,44.92864177723936,1.9159044064201711,semi,0.16132369309380262,1
wheat,2,34.794642705872874,54.181878676964196,0,1.4027529081048125,1.222895459946289,semi,0.13650060324306912,0
wheat,5,23.38603662932631,68.07338806449148,0,3.2465863539142155,2.27783473630711,manual,0.16280135205309915,0
onion,1,34.17533597853499,67.27117933164499,1,10.00019026674771,1.3960823590925395,automated,0.23713974641766916,0
wheat,7,10.238932142363534,37.24479815380081,0,8.863164859678054,4.4367078436096135,manual,0.2755550716350935,0
wheat,8,37.73683166130415,88.61793276759735,0,9.516139595051586,3.983468987694627,semi,0.06244179914714389,0
tomato,6,23.29919528551526,41.215885766486814,1,32.58136263488656,2.6781217656964404,semi,0.1810278853067388,0
wheat,5,26.601405635972426,56.71644148588227,1,22.59571514935777,2.280810139561761,automated,0.0582088572709694,0
wheat,6,17.64646746744647,59.28705260602409,1,47.61360728173058,1.6632994013624978,manual,0.1671023862560897,0
onion,2,32.27592498521264,78.7837678328472,0,11.663637995738407,3.7482081627153887,automated,0.2713207072742251,0
onion,1,12.299074194257464,35.953775765678806,0,15.609014748292248,6.432319350419818,automated,0.1403975666050774,1
tomato,7,36.17907407640506,55.718656752511905,0,47.259313689677505,4.7999213597225605,manual,0.2831126052701608,1
wheat,7,34.84350487019029,67.71013021417224,1,40.092632617705604,5.210902998248971,automated,0.20765211791265237,1
wheat,2,16.481803487342994,42.90933729744333,0,23.08056337189104,5.840645045594854,manual,0.2835388359482516,0
wheat,2,34.27973194855787,67.64807392596437,1,27.066053620661517,2.4614448133649414,manual,0.23929165635312993,0
tomato,1,33.59073199184444,85.41989025297916,1,40.6293622706835,0.44013047480141343,semi,0.07585879166219058,0
tomato,8,28.96649793261847,89.85108787036049,1,23.60607156417742,4.35791162325151,automated,0.10778784189066927,0
onion,8,21.205605306990627,31.94706460744054,1,10.683115008357962,1.3207060385962284,semi,0.14854261364587656,0
tomato,1,18.144962625456035,44.135293694680655,0,39.93689331205612,3.9833055499696637,automated,0.09252672050301901,1
wheat,8,16.9535077086805,48.618426947501845,0,26.27530708995524,5.176571632099454,automated,0.17372790119416515,1
wheat,9,19.558268882908216,53.94756602669797,1,8.1930020666996,5.485468115034856,semi,0.16784203892537264,0
tomato,4,37.10675330297591,44.535429455086046,0,24.76253406566669,2.1128738417326085,semi,0.2890647995068453,0
wheat,1,12.329223279663438,42.20927967331875,1,20.420558888052362,3.5870326279852063,semi,0.15843197072399445,0
wheat,1,34.86613828758876,87.27323054505,1,42.211598998442625,4.346755673940346,manual,0.24640670107199947,1
tomato,3,20.46670225125471,85.11129616623107,1,6.92460527395306,5.736365051904354,automated,0.28547763621287,0
tomato,5,25.647981880340744,32.81955006018705,0,42.1348608090572,5.329720655734632,manual,0.26924720774349636,1
wheat,5,33.834569009454725,50.32878129629089,1,25.07391779008338,6.915827246841592,automated,0.10216690612789796,0
wheat,9,36.53129641068914,54.3089132207044,0,20.005128209113938,0.05659273571007617,automated,0.17400747356338608,0
wheat,2,20.343442602179408,44.3408720799566,1,8.612457666938194,3.0624260860419312,manual,0.13693494557398145,0
onion,2,23.85530443825331,67.73237381929053,1,33.93844424401793,1.792311404632895,manual,0.1499646737843039,0
onion,6,22.435481944503767,68.42284479865447,1,44.559915328171904,0.8392537100141139,automated,0.14020170656143782,1
onion,9,10.397531005117317,81.03025369971581,1,18.642735633268032,6.380607297170292,semi,0.256589802543751,0
tomato,1,18.8782866657597,74.45215610311307,1,12.354495031529172,6.985734462669804,semi,0.16303476378061188,0
onion,9,23.775677011976853,62.55439961795734,1,27.07874509896038,1.2641734553330655,semi,0.18092358306117207,0
tomato,9,22.332808266413195,69.2152062026652,1,38.4207395763919,0.2690337496095452,semi,0.29561183926176865,0
tomato,9,31.65787682547038,46.439326892581086,0,1.1770816438750535,1.9253811337635025,automated,0.06499481804787911,0
onion,5,21.544108516633095,65.58337139804146,1,30.674739510585173,5.84403342646477,semi,0.1719894099476872,1
onion,9,24.681293469120106,59.35363528499515,1,29.03625203283565,2.057230582395217,semi,0.24351542673652904,0
onion,4,22.8882577639709,38.00066803898223,0,15.953152732795523,0.3983103634833509,semi,0.08779048954705664,0
wheat,2,32.21878446683111,44.552656594978245,0,22.216881169433606,0.3674452876712093,automated,0.20288289865369347,0
onion,6,35.88917196960888,47.50160704329517,0,12.607271535605584,2.9919596165860547,manual,0.1098661948836167,0
wheat,4,25.956672370225427,85.45857402315347,0,38.124629683736615,6.522780061431338,semi,0.2668510283061419,1
tomato,6,33.68296582585573,43.82319836315337,1,30.82314186820706,2.0014430914774235,automated,0.1317749163500198,0
wheat,3,18.90360046059552,47.35463416918009,1,26.037446235832306,2.9901037649073063,automated,0.13226570422522738,0
onion,6,26.241088304718062,52.16124780536594,1,19.44873132563788,0.7135366376782598,semi,0.19954846962947337,0
tomato,2,20.356898610099172,69.82456431752323,1,14.69506614297441,3.4550095528828675,manual,0.09589072702997718,0
tomato,2,22.42602776715491,37.09430354832843,1,39.66861484404128,4.875829449999928,manual,0.12122215972576526,0
tomato,9,31.972415944380057,87.23671274962656,0,22.216160510377744,1.898052528240537,manual,0.15415796252985287,0
wheat,7,36.44987446998138,81.93427320568587,1,24.56802873255862,2.0769791597007936,automated,0.1384094657850276,0
onion,3,13.644861732632963,64.632964380537,1,25.478950335414858,5.893825177843898,semi,0.18121930450139562,0
tomato,1,29.039177694621415,70.4422720454974,1,22.073245965284094,0.07254605643023959,semi,0.19991003601724155,0
tomato,8,27.464314227333954,30.99962827465296,0,13.036156033205916,4.455294959850679,automated,0.19166686343754114,0
tomato,6,13.552451175277955,50.33668652090692,1,6.656000691423444,2.7571924445913187,semi,0.21354207799798308,0
wheat,7,16.35682991320327,77.73961383968651,0,5.631251556883813,2.088663594930283,semi,0.12693737915195508,0
wheat,9,19.33007484198041,34.648978427543156,1,36.600738597012366,4.60315682570714,manual,0.08160655678875701,0
onion,5,15.007932124525045,46.93883005264321,0,11.505807648171034,5.842679652527936,semi,0.24020188535776926,0
wheat,1,17.311884475730253,65.11780970005867,1,3.616622302836852,3.9087448143007157,semi,0.2626950956576705,0
tomato,7,18.028023965851226,45.38478166193651,0,38.48331811470664,0.21766235360139208,automated,0.11425155805560806,0
onion,5,20.070214991171788,86.03867844867116,0,8.240897684450456,3.2298083357790324,automated,0.15177298903950492,0
tomato,3,32.48171358403477,37.86351784825742,1,30.38186631146764,3.2393195862578117,manual,0.17464230424088883,0
tomato,9,27.15736611551802,77.84366147446671,0,16.91623375804957,3.806589463632255,automated,0.18333171068823412,1
wheat,1,39.587400158542046,60.47692151438449,1,6.944572064491545,4.696712307304866,manual,0.21487254277191298,0
onion,1,22.44207480902413,75.01984654919735,1,20.480606024954916,0.1352288247403831,manual,0.06040080833883034,0
wheat,1,32.615952215107754,48.642919698686846,1,1.6960164732333816,3.5140883707982535,semi,0.23036927068350427,0
wheat,3,36.144052641296014,60.86937613872233,0,40.52911417809034,4.118154385664135,manual,0.06549275174485257,1
onion,6,30.36935479114126,81.41012098339058,1,25.13440418306729,2.4034737049123636,semi,0.16707214191821695,0
tomato,3,22.35594221252488,58.01268594738626,1,7.540520512674205,4.678556586133031,manual,0.2569177838922985,0
tomato,8,32.60783892237259,51.58319171461618,1,12.13807496428228,1.5972440199041977,automated,0.16280382831959905,0
onion,2,16.110014133180545,62.169323175164166,0,22.054834030510754,2.2216063314721612,automated,0.08727243719206194,0
tomato,9,19.826564955403974,73.04176518218202,1,9.876860992330787,6.739287431970282,automated,0.2962584612514899,0
onion,3,26.400557652978662,56.61380072991017,1,13.624160590551035,2.436492596027981,manual,0.27232136551856584,0
onion,5,27.26228161858445,86.33261850853637,0,26.11612151905737,2.425506211560215,manual,0.24282840830625352,0
wheat,8,10.664244264178883,47.69674944254052,0,40.13262361280412,4.169764450761807,semi,0.15287790072480262,1
onion,2,38.353425662680266,58.52781637014722,1,19.886465227426278,6.796827309020421,semi,0.09596143172232445,0
wheat,6,30.8988181365217,75.41565956048649,1,34.69783785701677,6.881563121671003,semi,0.2853527953546253,1
tomato,5,24.87111250695673,71.34726542974549,1,42.204158032650476,4.057605745734213,semi,0.18308778162928474,0
tomato,9,37.993817032249254,81.81846314502937,1,11.166144193919614,0.007609138634527723,manual,0.2630888650968713,0
tomato,5,23.172866957524853,89.80855084086653,0,38.93802260890152,6.304595855378798,manual,0.13552375143985645,1
tomato,2,39.41306710811115,55.61149972770537,0,36.597903321558285,3.991665752039337,semi,0.13382207926986767,0
wheat,5,25.368542717304553,36.66905278699871,1,17.776053003562346,2.5619748580295507,manual,0.29638512016850976,0
tomato,4,13.428573099939385,31.824952848478077,1,47.50743809654075,5.804365987111568,manual,0.18045826212371247,1
onion,7,32.94402917377832,73.61261436838629,1,13.34090145748998,2.7988272154514355,manual,0.08517385596518658,0
onion,6,30.366931752335216,82.44082027852295,1,12.975753503489692,0.23831154340185268,manual,0.10491866949867686,0
onion,2,33.189601639167606,43.24275515666512,0,37.29618073870029,5.747505561399131,semi,0.1704860698481802,1
wheat,5,38.543260861770435,39.50688223139436,1,21.428893948400958,3.8210158071383358,semi,0.06061772762210284,0
tomato,7,33.29467907953054,33.73230549154146,1,16.547364754709033,2.367004767569373,manual,0.16563349634457514,0
tomato,7,28.340098066499408,79.36217530303239,0,9.397151850937838,1.7562466344769585,automated,0.15473521052003192,0
tomato,5,35.719267070825225,48.68291639355506,1,36.97062425392357,4.15658221590798,semi,0.24483406632987176,1
wheat,9,30.197393180635945,54.10181356558659,0,37.95712488839562,1.456346837575701,semi,0.13873549112231043,1
onion,4,22.243571704777693,60.16501149657674,0,27.6285081518166,2.2669562058990227,automated,0.29563719038489983,1
onion,3,36.56859292725319,80.36719405257304,1,45.99373981999452,4.455712165897885,semi,0.09519247982522579,0
tomato,4,16.657013823531187,69.0499932936891,1,15.953673709864749,6.170811152841524,automated,0.1977466712420337,0
onion,5,31.439238247261727,66.90387779146869,1,11.322095137528848,3.7302322987411913,automated,0.07242482425206366,0
onion,6,36.44690364822271,40.54032599735464,0,32.84093813991971,5.313744788093648,manual,0.2334659959984955,1
wheat,3,31.939495591098886,60.791393502589784,0,36.64520611758612,5.341424226341293,semi,0.2986884220154929,1
wheat,2,30.918262571615706,72.9228610307193,0,11.570580615935652,4.650477668615707,automated,0.25478465943790807,0
wheat,4,32.57914882215508,88.3956529818295,0,4.600705920272322,1.7208683637636235,manual,0.1889258851800753,0
wheat,5,23.95165744901933,42.084378552801134,0,39.094274869559484,6.067520187051693,semi,0.17118533934992303,1
tomato,4,36.225120464710784,30.572601184033598,1,46.895592761362586,3.0539295894769656,manual,0.25875749031671175,1
wheat,3,16.103094254082734,34.51808601590818,1,31.299597445397364,0.309475207549904,manual,0.28399352117768106,0
onion,8,13.821592480010178,52.55114791091876,1,14.059744306763024,1.7122886904866759,automated,0.29730163144952326,0
tomato,4,18.56526340355535,79.23267886475924,1,47.84361260198123,5.35883847869521,semi,0.14913480689112102,1
onion,2,25.947321903249794,30.4285249060947,1,42.98353190455264,0.4839333507224256,manual,0.2977293686986281,0
onion,2,25.31685386228014,57.40383557315042,0,25.128890375173814,1.0315508150843784,automated,0.08898156304345788,0
onion,1,34.6179627302976,49.75383692048367,0,39.790100387566184,4.8595877122919315,automated,0.1133874439829773,0
wheat,4,22.137059692120523,33.14890260598366,1,39.34356459335944,6.248205528092784,manual,0.07225403118347405,1
wheat,9,24.53033278874526,57.01417720035704,1,44.935551574654475,4.4361240354034575,manual,0.11793462912112042,0
tomato,7,10.40103049778187,45.28492244020313,1,40.523420657352624,1.5560373768068823,automated,0.24198438790450277,1
tomato,7,22.292177093288174,51.11309006082038,1,31.25292408998673,0.37389634274684025,manual,0.26323108954461244,0
wheat,7,29.433226988510263,72.33691828705759,1,29.637274790955846,4.305886077852182,manual,0.24472316127564292,0
onion,8,10.465249918797765,61.29305903465803,1,22.96579255158575,0.33179004551814784,semi,0.20776644454192406,0
tomato,1,18.426458955587314,37.4788457395688,1,30.444825078625595,4.289054363592299,automated,0.17849162813066138,0
wheat,8,16.238690778681697,87.68487242541835,0,38.37517956692799,1.5790596091276654,manual,0.22717607230341164,1
wheat,4,11.259562867287647,68.1546459425843,1,46.544768436220004,6.332592436861808,automated,0.14770838731680547,1
wheat,4,24.377802697436124,75.9521055397519,1,22.962505834559643,3.325648679411533,semi,0.2603270878749255,0
onion,4,15.451698796844695,34.75278900050225,0,27.961700540471583,1.5675690331678696,automated,0.21929752349419634,1
wheat,6,32.292446188941405,32.823502767601134,1,21.905858267762742,5.9720172159101415,automated,0.22445117462360215,1
wheat,7,35.437836512900454,31.16688302208487,1,32.41896518621999,1.7782477891325583,automated,0.1839839982822678,0
wheat,6,26.367555480074433,41.32764166640666,1,30.6062636908792,2.1461935356741284,semi,0.27130724605279316,0
wheat,1,39.45122027563424,54.864503863109704,1,1.838188139100295,5.8399452933881895,semi,0.11300368341976312,0
tomato,8,23.51435714411786,86.14956800416937,0,26.434593277730947,2.1615442086041714,automated,0.14528691334026267,1
tomato,7,25.401046306747467,57.423579555946574,1,5.158884097853659,2.8711463846144616,automated,0.24441064241942229,0
